"Ano","Data","Autor","Título","Instituição","Ano Corrigido","Data Corrigida","Nome Corrigido","Título Corrigido","Instituição Corrigida","URL","Status","Note"
2018,12/06/18,"Eduardo Guimaraes Saraiva","Alfabetizacão financeira nos ensinos fundamental e médio","UFBA",2018,12/06/18,"Eduardo Guimarães Saraiva","Alfabetização financeira nos ensinos fundamental e médio","UFBA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4148&id2=160130055",,
2018,31/07/18,"Caroline Kosloski","Função quadrática: uma proposta para o ensino médio","UDESC",2018,31/07/18,"Caroline Kosloski","Função quadrática: uma proposta para o Ensino Médio","UDESC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4149&id2=161010053",,
2018,27/07/18,"Erivelton Mendes Correa","Uma proposta de ensino das equações e funções quadráticas através do tiro com arco","UEMA",2018,27/07/18,"Erivelton Mendes Corrêa","Uma proposta de ensino das equações e funções quadráticas através do tiro com arco","UEMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4150&id2=161040734",,
2018,27/07/18,"Cristina Schmitt","A integração das tdic à educação matemática: um estudo sobre o uso de ferramentas digitais e metodologias ativas no ensino e aprendizagem de matemática","IFSP",2018,27/07/18,"Cristina Schmitt","A integração das TDIC à educação matemática: um estudo sobre o uso de ferramentas digitais e metodologias ativas no ensino e aprendizagem de Matemática","IFSP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4151&id2=160980814",,
2018,10/08/18,"Luiz Fernando Brunelli Ribas","Curvas parametrizadas em coordenadas cartesianas e polares: uma proposta no ensino médio","UFSJ",2018,10/08/18,"Luiz Fernando Brunelli Ribas","Curvas parametrizadas em coordenadas cartesianas e polares: uma proposta no Ensino Médio","UFSJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4152&id2=160400842",,
2018,10/08/18,"Leila Magda Frizzone Cardoso","Um estudo da abordagem da estatística nos anos finais do ensino fundamental e no ensino médio em escolas públicas estaduais do município de barbacena- mg","UFSJ",2018,10/08/18,"Leila Magda Frizzone Cardoso","Um estudo da abordagem da estatística nos anos finais do Ensino Fundamental e no Ensino Médio em escolas públicas estaduais do município de Barbacena – MG","UFSJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4153&id2=160400974",,
2018,10/08/18,"Jéssica Soares","Um simples estudo da matemática por trás do google","UFSJ",2018,10/08/18,"Jéssica Soares","Um simples estudo da Matemática por trás do Google","UFSJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4154&id2=160400834",,
2018,24/08/18,"Lucas Oliveira Ferreira","Modelagem matemática associada a teoria das cores no ensino médio mossoró – rn 2018","UFERSA",2018,24/08/18,"Lucas Oliveira Ferreira","Modelagem matemática associada a teoria das cores no Ensino Médio","UFERSA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4155&id2=160250328","erro","Na base de dados da SBM o título inclui local e data da defesa"
2018,31/08/18,"Cassiano Henrique Monteiro Corrêa Ramos","Geometria e trigonometria aplicadas na topografia: uma alternativa para a interdisciplinaridade e a contextualização","UTFPR",2018,31/08/18,"Cassiano Henrique Monteiro Corrêa Ramos","Geometria e trigonometria aplicadas na topografia: uma alternativa para a interdisciplinaridade e a contextualização","UTFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4156&id2=160640746",,
2018,01/08/18,"Luiz Carlos Pitzer","Financiamentos e investimentos: uma proposta para o ensino médio","UDESC",2018,01/08/18,"Luiz Carlos Pitzer","Financiamentos e investimentos: uma proposta para o Ensino Médio","UDESC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4157&id2=161010932",,
2018,27/02/18,"Fernando Vicente Da Costa","Combinatória: uma proposta para o sexto ano do ensino fundamental","CPII",2018,27/02/18,"Fernando Vicente da Costa","Combinatória: uma proposta para o sexto ano do Ensino Fundamental","CPII","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4158&id2=150970115",,
2018,26/07/18,"José Ailton Dos Santos","Desenvolvimento do pensamento matemático: resolução de problemas de raciocínio lógico-matemático no ensino fundamental","UFAL",2018,26/07/18,"José Ailton dos Santos","Desenvolvimento do pensamento matemático: resolução de problemas de raciocínio lógico-matemático no Ensino Fundamental","UFAL","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4159&id2=160092064",,
2013,15/04/13,"Kelly Cristina Santos Alexandre De Lima","Números primos e criptografia: da relação com a educação ao sistema rsa","UFRRJ",2013,15/04/13,"Kelly Cristina Santos Alexandre de Lima","Números primos e criptografia: da relação com a educação ao sistema RSA","UFRRJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=416&id2=30273",,
2018,13/06/18,"Eduardo Nogueira Simões","Tecnologia do polargraph e suas aplicações em sala de aula","UFVJM",2018,13/06/18,"Eduardo Nogueira Simões","Tecnologia do Polargraph e suas aplicações em sala de aula","UFVJM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4160&id2=160961135",,
2018,10/09/18,"Darlan Lappe","Transformações nas concepções de alunos do ensino médio  técnico sobre matemática e agricultura","UFFS",2018,10/09/18,"Darlan Lappe","Transformações nas concepções de alunos do Ensino Médio técnico sobre Matemática e agricultura","UFFS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4161&id2=160891196",,
2018,14/08/18,"Juliana Maria Valmorbida","Uma proposta de atividades para o estudo de progressões geométricas utilizando fractais e o software geogebra","UFFS",2018,14/08/18,"Juliana Maria Valmorbida","Uma proposta de atividades para o estudo de progressões geométricas utilizando fractais e o software GeoGebra","UFFS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4162&id2=160890092",,
2018,14/08/18,"Juliana Wallor De Andrade","Robótica educacional: uma proposta para a educação básica","UFFS",2018,14/08/18,"Juliana Wallor de Andrade","Robótica educacional: uma proposta para a Educação Básica","UFFS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4163&id2=160890483",,
2018,29/06/18,"Alcione Ludgerio Marcelino","Estudando sobre números racionais no ensino fundamental","UFV",2018,29/06/18,"Alcione Ludgerio Marcelino","Estudando sobre números racionais no Ensino Fundamental","UFV","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4164&id2=160940154",,
2018,12/06/18,"Rafael Luiz Simão","Um aplicativo em teoria dos números e sua utilização como recurso didático","UTFPR",2018,12/06/18,"Rafael Luiz Simão","Um aplicativo em teoria dos números e sua utilização como recurso didático","UTFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4165&id2=160930345",,
2018,31/07/18,"Marcos Elias Nunes","Análise de um simulado de matemática utilizando a teoria de resposta ao item e a teoria clássica dos testes","UDESC",2018,31/07/18,"Marcos Elias Nunes","Análise de um simulado de Matemática utilizando a Teoria de Resposta ao Item e a teoria clássica dos testes","UDESC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4166&id2=161010312",,
2018,13/08/18,"Rodolpho Mamede De Oliveira","Estatística e trânsito: a conscientização por  meio de um ensino contextualizado","UFG",2018,13/08/18,"Rodolpho Mamede de Oliveira","Estatística e trânsito: a conscientização por meio de um ensino contextualizado","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4167&id2=160280855",,
2018,27/07/18,"Raul Rodrigues Dos Santos","Divisibilidade e congruência em somatórios","UFG",2018,27/07/18,"Raul Rodrigues dos Santos","Divisibilidade e congruência em somatórios","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4168&id2=160280812",,
2018,03/09/18,"Thiago Trindade Pimentel","Construção dos números reais via cortes de dedekind","USP",2018,03/09/18,"Thiago Trindade Pimentel","Construção dos números reais via cortes de Dedekind","USP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4169&id2=150540048",,
2013,11/04/13,"Carlos Eduardo Vitória Da Silva","Aplicações da álgebra linear nas cadeias de markov","UFG",2013,11/04/13,"Carlos Eduardo Vitória da Silva","Aplicações da álgebra linear nas cadeias de Markov","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=417&id2=34880",,
2018,31/08/18,"Lennon Da Rocha Pereira","Matemática aplicada às escolhas sociais: um protótipo para decisões justas mossoró 2018","UFERSA",2018,31/08/18,"Lennon da Rocha Pereira","Matemática aplicada às escolhas sociais: um protótipo para decisões justas","UFERSA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4170&id2=160250484","erro","Na base de dados da SBM o título inclui local e data da defesa"
2018,31/08/18,"José Laécio Pimentel","Um olhar sobre técnicas de demonstração matemática em sala de aula na educação básica mossoró-rn 2018","UFERSA",2018,31/08/18,"José Laécio Pimentel","Um olhar sobre técnicas de demonstração matemática em sala de aula na Educação Básica","UFERSA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4171&id2=160250531","erro","Na base de dados da SBM o título inclui local e data da defesa"
2018,23/07/18,"Manoela Franco Da Silva","Uma proposta de aplicação da lógica fuzzy no ensino médio","UFAM",2018,23/07/18,"Manoela Franco da Silva","Uma proposta de aplicação da lógica fuzzy no Ensino Médio","UFAM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4172&id2=160030182",,
2018,28/06/18,"Paulo Cesar Tavares De Souza","Materiais manipuláveis e recursos digitais no ensino de trigonometria","UFPR",2018,28/06/18,"Paulo César Tavares de Souza","Materiais manipuláveis e recursos digitais no ensino de trigonometria","UFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4173&id2=150630705",,
2018,31/08/18,"Marcia Eni Voelz","Utilização dos métodos vieta jumping e descida infinita na solução de equações diofantinas e problemas envolvendo divisibilidade","UTFPR",2018,31/08/18,"Márcia Eni Voelz","Utilização dos métodos Vieta Jumping e descida infinita na solução de equações diofantinas e problemas envolvendo divisibilidade","UTFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4174&id2=160640291",,
2018,31/08/18,"Marcia Aparecida Garcia Teixeira","Aspectos algébrico e combinatório dos números de pell e catalan","UFGD",2018,31/08/18,"Márcia Aparecida Garcia Teixeira","Aspectos algébrico e combinatório dos números de Pell e Catalan","UFGD","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4175&id2=160330135",,
2018,27/07/18,"Tiago Beserra Maciel","Matemática e música: uma proposta pedagógica","UEPB",2018,27/07/18,"Tiago Beserra Maciel","Matemática e música: uma proposta pedagógica","UEPB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4176&id2=160190198",,
2018,31/08/18,"Alison Vilarinho Pereira Da Costa","Estudo da aplicação do jogo de xadrez como ferramenta de ensino de matemática","IFPI",2018,31/08/18,"Alison Vilarinho Pereira da Costa","Estudo da aplicação do jogo de Xadrez como ferramenta de ensino de Matemática","IFPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4177&id2=161001097",,
2018,03/08/18,"Dilson Baptista De Lyra","Uma reflexão sobre matemática financeira: aluguel x compra da casa própria.","UFAL",2018,03/08/18,"Dilson Baptista de Lyra","Uma reflexão sobre Matemática financeira: aluguel \texttimes{} compra da casa própria","UFAL","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4178&id2=160091416",,
2018,03/09/18,"Wladimir Melo Rebouças","Utilizando o ábaco como recurso didático para uma aprendizagem matemática significativa","UFAC",2018,03/09/18,"Wladimir Melo Rebouças","Utilizando o ábaco como recurso didático para uma aprendizagem matemática significativa","UFAC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4179&id2=160019823",,
2013,15/04/13,"Valeska Aparecida Rodrigues Da Silva","Propostas de utilização de códigos de barras como recurso didático para o ensino da matemática","UFRRJ",2013,15/04/13,"Valeska Aparecida Rodrigues da Silva","Propostas de utilização de códigos de barras como recurso didático para o ensino da Matemática","UFRRJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=418&id2=30772",,
2018,19/02/18,"Augusto Sergio Furquim","Da aritmética à álgebra: um passo importante nos anos nais do ensino fundamental","UNESP",2018,19/02/18,"Augusto Sérgio Furquim","Da aritmética à álgebra: um passo importante nos anos finais do Ensino Fundamental","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4180&id2=150570231",,
2018,02/03/18,"Douglas Vinicius Rosato Costa","Programação no auxílio da resolução de situações-problema e uma abordagem para o ensino de funções afim e quadrática","UNESP",2018,02/03/18,"Douglas Vinícius Rosato Costa","Programação no auxílio da resolução de situações-problema e uma abordagem para o ensino de funções afim e quadrática","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4181&id2=150570222",,
2018,26/01/18,"Cintia Kohori Rosseto","Criptografia como recurso didático: uma proposta metodológica aos professores de matemática","UNESP",2018,26/01/18,"Cíntia Kohori Rosseto","Criptografia como recurso didático: uma proposta metodológica aos professores de Matemática","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4182&id2=150820024",,
2018,02/02/18,"Ronaldo José Rosa Junior","Educação financeira: uma proposta de estudo de questões de enem e concursos públicos com abordagem transversal e contextualizada","UNESP",2018,02/02/18,"Ronaldo José Rosa Jr","Educação financeira: uma proposta de estudo de questões de ENEM e concursos públicos com abordagem transversal e contextualizada","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4183&id2=150820083",,
2018,22/08/18,"Claudimiro Neves De Freitas","Problemas de cálculo diferencial e integral aplicados a realidade da região amazônica","UNEMAT",2018,22/08/18,"Claudimiro Neves de Freitas","Problemas de Cálculo Diferencial e Integral aplicados a realidade da região amazônica","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4184&id2=160880216",,
2018,05/03/18,"Mariel De Paula Chaves","A matemática na música: divissibilidade do compasso.","UFSM",2018,05/03/18,"Mariel de Paula Chaves","A Matemática na música: divisibilidade do compasso","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4185&id2=150670359",,
2018,10/08/18,"Janio Luiz De Aquino De Souza","Olimpíada brasileira de matemática das escolas públicas: desafios enfrentados por professores e alunos da rede pública municipal no município de assú-rn","UFERSA",2018,10/08/18,"Jânio Luiz de Aquino de Souza","Olimpíada Brasileira de Matemática das escolas públicas: desafios enfrentados por professores e alunos da rede pública municipal no município de Assú – RN","UFERSA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4186&id2=160251511",,
2018,27/09/18,"Francisco Egberto Gomes Damasceno","Parábola: uma abordagem utilizando materiais concretos e o software geogebra","UFAC",2018,27/09/18,"Francisco Egberto Gomes Damasceno","Parábola: uma abordagem utilizando materiais concretos e o software GeoGebra","UFAC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4187&id2=160010556",,
2018,06/09/18,"Diogenes Santana Vasconcelos","Coloração em grafos e aplicações","FUFS",2018,06/09/18,"Diogenes Santana Vasconcelos","Coloração em grafos e aplicações","FUFS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4188&id2=160260609",,
2018,11/09/18,"Marcelo Ricardo Santos Da Silva","Conhecendo um pouco sobre otimização: do ensino médio ao ensino avançado","FUFS",2018,11/09/18,"Marcelo Ricardo Santos da Silva","Conhecendo um pouco sobre otimização: do Ensino Médio ao ensino avançado","FUFS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4189&id2=160260651",,
2013,01/03/13,"Fábio Vieira De Andrade Borges","Equações diofantinas lineares em duas incógnitas e suas aplicações","UFG",2013,01/03/13,"Fábio Vieira de Andrade Borges","Equações diofantinas lineares em duas incógnitas e suas aplicações","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=419&id2=40397",,
2018,27/09/18,"José William De Oliveira Júnior","Três pontos de vista sobre cônicas","FUFS",2018,27/09/18,"José William de Oliveira Jr","Três pontos de vista sobre cônicas","FUFS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4190&id2=160260072",,
2018,20/08/18,"Luiz Cesar Maranho","Aplicac?a?o do me?todo de linearizac?a?o de lyapunov na ana?lise de uma dina?mica na?o linear para controle populacional do mosquito aedes aegypti","UNESP",2018,20/08/18,"Luiz César Maranho","Aplicação do método de linearização de Lyapunov na análise de uma dinâmica não linear para controle populacional do mosquito Aedes aegypti","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4191&id2=150920321",,
2018,03/08/18,"Marcos Luchiari Baraldi","Poliedros de kepler-poinsot: uma verificac?a?o da relac?a?o de euler com jujubas, canudos e varetas.","UNESP",2018,03/08/18,"Marcos Luchiari Baraldi","Poliedros de Kepler-Poinsot: uma verificação da relação de Euler com jujubas, canudos e varetas","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4192&id2=150920347",,
2018,05/09/18,"Joseane Gregorio Gomes","Um problema probabilístico para o problema da irreversibilidade dos gases.","UNESP",2018,05/09/18,"Joseane Gregorio Gomes","Um problema probabilístico para o problema da irreversibilidade dos gases","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4193&id2=170920261",,
2018,23/02/18,"Guilhermino Pereira Teixeira","A investigação matemática e o estudo das funções reais: uma experiência com alunos do 1º ano do ensino médio","UESB",2018,23/02/18,"Guilhermino Pereira Teixeira","A investigação matemática e o estudo das funções reais: uma experiência com alunos do 1º ano do Ensino Médio","UESB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4194&id2=94631",,
2018,24/08/18,"Anderson Pinheiro Machado","Teoria dos números e criptografia rsa: uma proposta de ensino para alunos de matemática olímpica","UFSM",2018,24/08/18,"Anderson Pinheiro Machado","Teoria dos números e criptografia RSA: uma proposta de ensino para alunos de Matemática olímpica","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4195&id2=160670173",,
2018,24/08/18,"Leandro Duarte Radin","Abordagens diversificadas para o ensino dos poliedros de platão","UFSM",2018,24/08/18,"Leandro Duarte Radin","Abordagens diversificadas para o ensino dos poliedros de Platão","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4196&id2=160670246",,
2018,24/09/18,"Érica Gambarotto","Logica matemática: uma proposta de atividades para educação básica","UEM",2018,24/09/18,"Érica Gambarotto","Logica matemática: uma proposta de atividades para Educação Básica","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4197&id2=160610197",,
2018,21/09/18,"Danielli Carriáo Canhan","Proposta de implantação de um clube de matemática: dispositivos de articulação e engajamento","UEM",2018,21/09/18,"Danielli Carriáo Canhan","Proposta de implantação de um clube de Matemática: dispositivos de articulação e engajamento","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4198&id2=160610464",,
2018,10/10/18,"Mario Vicente Ferrara","Uma proposta para a abordagem de funções hiperbólicas no ensino médio.","UEM",2018,10/10/18,"Mario Vicente Ferrara","Uma proposta para a abordagem de funções hiperbólicas no Ensino Médio","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4199&id2=160610863",,
2013,01/03/13,"Rangel Calmon De Almeida","O teorema fundamental da programação linear e modelagem matemática no ensino médio","UFSJ",2013,01/03/13,"Rangel Calmon de Almeida","O teorema fundamental da programação linear e modelagem matemática no Ensino Médio","UFSJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=42&id2=27969",,
2013,15/03/13,"Patrick Ferreira Santos","Uma abordagem da análise combinatória sem o uso abusivo de fórmulas","UFV",2013,15/03/13,"Patrick Ferreira Santos","Uma abordagem da análise combinatória sem o uso abusivo de fórmulas","UFV","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=420&id2=49385",,
2018,31/08/18,"Sandra Íris Naveiro Galera","Ensino-aprendizagem-avaliação: o circuncentro nas tarefas via resolução de problemas","UFSCAR",2018,31/08/18,"Sandra Íris Naveiro Galera","Ensino-aprendizagem-avaliação: o circuncentro nas tarefas via resolução de problemas","UFSCAR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4200&id2=160850589",,
2018,16/10/18,"Fábio Henrique Cincotto","A probabilidade no pôquer: uma alternativa metodológica no processo de ensino-aprendizagem.","UEM",2018,16/10/18,"Fábio Henrique Cincotto","A probabilidade no pôquer: uma alternativa metodológica no processo de ensino-aprendizagem","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4201&id2=160610073",,
2018,21/09/18,"Wanderlei Verissimo","Investigação matemática: uma abordagem das questões de álgebra e da obmep para o ensino médio.","UEM",2018,21/09/18,"Wanderlei Verissimo","Investigação matemática: uma abordagem das questões de álgebra e da OBMEP para o Ensino Médio","UEM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4202&id2=160610601",,
2018,28/09/18,"Ederson Marcelino Da Silva","Poliedros de arquimedes, catalan, kepler-poinsot, platão e o sólido de escher: contribuições para o ensino e aprendizagem de poliedros","UTFPR",2018,28/09/18,"Ederson Marcelino da Silva","Poliedros de Arquimedes, Catalan, Kepler-Poinsot, Platão e o sólido de Escher: contribuições para o ensino e aprendizagem de poliedros","UTFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4203&id2=160640169",,
2018,27/09/18,"Rodrigo Cesar Lago","Quadriláteros inscritíveis e os teoremas de simson-wallace e de steiner-lehmus","UTFPR",2018,27/09/18,"Rodrigo César Lago","Quadriláteros inscritíveis e os teoremas de Simson-Wallace e de Steiner-Lehmus","UTFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4204&id2=170640579",,
2018,24/08/18,"Valdinei Rosa Da Silva","Desenvolvimento e uso do aplicativo web siga – sistema informatizado de gerenciamento de atividades: uma ferramenta paradidática no ensino da matemática","UFRRJ",2018,24/08/18,"Valdinei Rosa da Silva","Desenvolvimento e uso do aplicativo web siga – sistema informatizado de gerenciamento de atividades: uma ferramenta paradidática no ensino da Matemática","UFRRJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4205&id2=160510231",,
2018,04/09/18,"Felipe Quirino Andre","Um levantamento de tecnologias assistivas para inclusão na aula de matemática","UFRRJ",2018,04/09/18,"Felipe Quirino André","Um levantamento de tecnologias assistivas para inclusão na aula de Matemática","UFRRJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4206&id2=160510257",,
2016,31/08/16,"Silvia Fernanda Gomes De Araujo","Jogos lineares finitos como motivação para o estudo de matrizes e sistemas lineares","UERJ",2016,31/08/16,"Sílvia Fernanda Gomes de Araújo","Jogos lineares finitos como motivação para o estudo de matrizes e sistemas lineares","UERJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4207&id2=91514",,
2016,23/08/16,"Jordan De Aguiar Leal","Teoria dos conjuntos e o axioma da escolha","UERJ",2016,23/08/16,"Jordan de Aguiar Leal","Teoria dos conjuntos e o axioma da escolha","UERJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4208&id2=82045",,
2017,12/05/17,"Marcio Alle Wanous","A modelagem matemática no processo de aprendizagem no ensino fundamental na rede pública","UERJ",2017,12/05/17,"Márcio Alle Wanous","A modelagem matemática no processo de aprendizagem no Ensino Fundamental na rede pública","UERJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4209&id2=94995",,
2013,15/03/13,"Glauber Cristo Alves De Carvalho","Números primos pequenos tópicos","UFG",2013,15/03/13,"Glauber Cristo Alves de Carvalho","Números primos pequenos tópicos","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=421&id2=40740",,
2017,24/08/17,"Rafael De Souza","Uma proposta para o ensino de estatística no 9o ano do ensino fundamental","UERJ",2017,24/08/17,"Rafael de Souza","Uma proposta para o ensino de estatística no 9º ano do Ensino Fundamental","UERJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4210&id2=95186",,
2018,30/08/18,"Vinícius Augusto Martins Ferreira","Preparação para a obmep: relato de experiência e análise dos resultados","UFSM",2018,30/08/18,"Vinícius Augusto Martins Ferreira","Preparação para a OBMEP: relato de experiência e análise dos resultados","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4211&id2=160670084",,
2018,23/05/18,"Wagner Ramos Da Costa","Resolução de problemas: uma análise dos saberes mobilizados","UFRPE",2018,23/05/18,"Wagner Ramos da Costa","Resolução de problemas: uma análise dos saberes mobilizados","UFRPE","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4212&id2=160222316",,
2018,06/09/18,"Francisco Marcos Ferreira Dos Reis","Uma abordagem sobre a relação de euler para poliedros convexos e a teoria dos grafos planares","UFAC",2018,06/09/18,"Francisco Marcos Ferreira dos Reis","Uma abordagem sobre a relação de Euler para poliedros convexos e a teoria dos grafos planares","UFAC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4213&id2=160010068",,
2017,22/08/17,"Ive Sá De Pina Faria","Problemas na aprendizagem de matemática: uma proposta de ensino usando videoaulas","UERJ",2017,22/08/17,"Ive Sá de Pina Faria","Problemas na aprendizagem de Matemática: uma proposta de ensino usando videoaulas","UERJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4214&id2=94693",,
2017,24/08/17,"Tiago Berto Soares","Mágicas e matemática","UERJ",2017,24/08/17,"Tiago Berto Soares","Mágicas e Matemática","UERJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4215&id2=95408",,
2017,16/05/17,"Pedro Paulo Tavares De Andrade","O uso do geogebra no ensino de geometria","UERJ",2017,16/05/17,"Pedro Paulo Tavares de Andrade","O uso do GeoGebra no ensino de geometria","UERJ","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4216&id2=95173",,
2018,25/07/18,"Valter Costa Fernandes Junior","A construção do conjunto dos números reais utilizando a teoria de cortes","UFJF",2018,25/07/18,"Valter Costa Fernandes Jr","A construção do conjunto dos números reais utilizando a teoria de cortes","UFJF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4217&id2=160391381",,
2018,10/10/18,"Emerson Fittipaldi Suassuna De Oliveira","Matemática financeira em alguns livros didáticos: um olhar crítico","UFCG",2018,10/10/18,"Émerson Fittipaldi Suassuna de Oliveira","Matemática financeira em alguns livros didáticos: um olhar crítico","UFCG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4218&id2=160201378",,
2018,31/08/18,"Everton Henrique Cardoso De Lira","Códigos corretores de erros no ensino médio: um estudo sobre o código de hamming","UFRPE",2018,31/08/18,"Everton Henrique Cardoso de Lira","Códigos corretores de erros no Ensino Médio: um estudo sobre o código de Hamming","UFRPE","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4219&id2=160220429",,
2013,22/03/13,"Haniel Soares Gonçalves","A importância das matrizes e transformações lineares na computação gráca","UFG",2013,22/03/13,"Haniel Soares Gonçalves","A importância das matrizes e transformações lineares na computação gráfica","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=422&id2=44920",,
2018,24/08/18,"Edson Do Nascimento De Oliveira","Aplicação de alguns conceitos trigonométricos em problemas de física da 1ª e 2ª séries do ensino médio","UESPI",2018,24/08/18,"Edson do Nascimento de Oliveira","Aplicação de alguns conceitos trigonométricos em problemas de Física da 1ª e 2ª séries do Ensino Médio","UESPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4220&id2=161050411",,
2018,25/10/18,"Antunino Da Silva","Resolução de situações-problema da obmep por alunos da 3ª série do ensino médio da cidade de união-pi: uma investigação acerca da análise combinatória","UESPI",2018,25/10/18,"Antunino da Silva","Resolução de situações-problema da OBMEP por alunos da 3ª série do Ensino Médio da cidade de União – PI: uma investigação acerca da análise combinatória","UESPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4221&id2=161050896",,
2018,10/08/18,"Oneide Oliveira","Dominós como recurso didático para o ensino de matemática","UFSM",2018,10/08/18,"Oneide Oliveira","Dominós como recurso didático para o ensino de Matemática","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=4222&id2=170670117",,
